Region,Country,State,City,Month,Day,Year,AvgTemperature,,Date,,,,
North America,US,Alaska,Anchorage,10,10,2006,55.8,,2006-10-10,,,,
North America,US,Alaska,Anchorage,10,11,2006,48.1,,2006-10-11,,,,
North America,US,Alaska,Anchorage,10,12,2006,44.9,,2006-10-12,,,,
North America,US,Alaska,Anchorage,10,13,2006,40,,2006-10-13,,,,
North America,US,Alaska,Anchorage,10,14,2006,37.4,,2006-10-14,,,,
North America,US,Alaska,Anchorage,10,15,2006,34.6,,2006-10-15,,,,
North America,US,Alaska,Anchorage,10,16,2006,36.4,,2006-10-16,,,,
North America,US,Alaska,Anchorage,10,17,2006,38,,2006-10-17,,,,
North America,US,Alaska,Anchorage,10,18,2006,39.7,,2006-10-18,,,,
North America,US,Alaska,Anchorage,10,19,2006,42.3,,2006-10-19,,,,
North America,US,Alaska,Anchorage,10,20,2006,46.1,,2006-10-20,,,,
North America,US,Alaska,Anchorage,10,21,2006,39.2,,2006-10-21,,,,
North America,US,Alaska,Anchorage,10,22,2006,38,,2006-10-22,,,,
North America,US,Alaska,Anchorage,10,23,2006,36.1,,2006-10-23,,,,
North America,US,Alaska,Anchorage,10,24,2006,31.2,,2006-10-24,,,,
North America,US,Alaska,Anchorage,10,25,2006,31.9,,2006-10-25,,,,
North America,US,Alaska,Anchorage,10,26,2006,32.4,,2006-10-26,,,,
North America,US,Alaska,Anchorage,10,27,2006,29.5,,2006-10-27,,,,
North America,US,Alaska,Anchorage,10,28,2006,23.6,,2006-10-28,,,,
North America,US,Alaska,Anchorage,10,29,2006,28,,2006-10-29,,,,
North America,US,Alaska,Anchorage,10,30,2006,30.5,,2006-10-30,,,,
North America,US,Alaska,Anchorage,10,31,2006,29,,2006-10-31,,,,
North America,US,Alaska,Anchorage,11,1,2006,25.1,,2006-11-01,,,,
North America,US,Alaska,Anchorage,11,2,2006,18,,2006-11-02,,,,
North America,US,Alaska,Anchorage,11,3,2006,16.6,,2006-11-03,,,,
North America,US,Alaska,Anchorage,11,4,2006,14.1,,2006-11-04,,,,
North America,US,Alaska,Anchorage,11,5,2006,11.8,,2006-11-05,,,,
North America,US,Alaska,Anchorage,11,6,2006,9.4,,2006-11-06,,,,
North America,US,Alaska,Anchorage,11,7,2006,14.9,,2006-11-07,,,,
North America,US,Alaska,Anchorage,11,8,2006,14.4,,2006-11-08,,,,
North America,US,Alaska,Anchorage,11,9,2006,11.7,,2006-11-09,,,,
North America,US,Alaska,Anchorage,11,10,2006,20,,2006-11-10,,,,
North America,US,Alaska,Anchorage,11,11,2006,22.4,,2006-11-11,,,,
North America,US,Alaska,Anchorage,11,12,2006,13,,2006-11-12,,,,
North America,US,Alaska,Anchorage,11,13,2006,14.1,,2006-11-13,,,,
North America,US,Alaska,Anchorage,11,14,2006,8.5,,2006-11-14,,,,
North America,US,Alaska,Anchorage,11,15,2006,9.3,,2006-11-15,,,,
North America,US,Alaska,Anchorage,11,16,2006,9.9,,2006-11-16,,,,
North America,US,Alaska,Anchorage,11,17,2006,14.4,,2006-11-17,,,,
North America,US,Alaska,Anchorage,11,18,2006,7.7,,2006-11-18,,,,
North America,US,Alaska,Anchorage,11,19,2006,14.7,,2006-11-19,,,,
North America,US,Alaska,Anchorage,11,20,2006,20.7,,2006-11-20,,,,
North America,US,Alaska,Anchorage,11,21,2006,8.4,,2006-11-21,,,,
North America,US,Alaska,Anchorage,11,22,2006,3.3,,2006-11-22,,,,
North America,US,Alaska,Anchorage,11,23,2006,3.7,,2006-11-23,,,,
North America,US,Alaska,Anchorage,11,24,2006,0.8,,2006-11-24,,,,
North America,US,Alaska,Anchorage,11,25,2006,-0.1,,2006-11-25,,,,
North America,US,Alaska,Anchorage,11,26,2006,-0.9,,2006-11-26,,,,
North America,US,Alaska,Anchorage,11,27,2006,10.1,,2006-11-27,,,,
North America,US,Alaska,Anchorage,11,28,2006,18.3,,2006-11-28,,,,
North America,US,Alaska,Anchorage,11,29,2006,14.7,,2006-11-29,,,,
North America,US,Alaska,Anchorage,11,30,2006,13.2,,2006-11-30,,,,
North America,US,Alaska,Anchorage,12,1,2006,22.6,,2006-12-01,,,,
North America,US,Alaska,Anchorage,12,2,2006,17.5,,2006-12-02,,,,
North America,US,Alaska,Anchorage,12,3,2006,23.4,,2006-12-03,,,,
North America,US,Alaska,Anchorage,12,4,2006,27.7,,2006-12-04,,,,
North America,US,Alaska,Anchorage,12,5,2006,26.7,,2006-12-05,,,,
North America,US,Alaska,Anchorage,12,6,2006,33.4,,2006-12-06,,,,
North America,US,Alaska,Anchorage,12,7,2006,29.7,,2006-12-07,,,,
North America,US,Alaska,Anchorage,12,8,2006,33.1,,2006-12-08,,,,
North America,US,Alaska,Anchorage,12,9,2006,37.3,,2006-12-09,,,,
North America,US,Alaska,Anchorage,12,10,2006,30.7,,2006-12-10,,,,
North America,US,Alaska,Anchorage,12,11,2006,22.2,,2006-12-11,,,,
North America,US,Alaska,Anchorage,12,12,2006,20.7,,2006-12-12,,,,
North America,US,Alaska,Anchorage,12,13,2006,22.9,,2006-12-13,,,,
North America,US,Alaska,Anchorage,12,14,2006,15,,2006-12-14,,,,
North America,US,Alaska,Anchorage,12,15,2006,13.7,,2006-12-15,,,,
North America,US,Alaska,Anchorage,12,16,2006,8,,2006-12-16,,,,
North America,US,Alaska,Anchorage,12,17,2006,21.8,,2006-12-17,,,,
North America,US,Alaska,Anchorage,12,18,2006,25.5,,2006-12-18,,,,
North America,US,Alaska,Anchorage,12,19,2006,20.8,,2006-12-19,,,,
North America,US,Alaska,Anchorage,12,20,2006,25.2,,2006-12-20,,,,
North America,US,Alaska,Anchorage,12,21,2006,23.2,,2006-12-21,,,,
North America,US,Alaska,Anchorage,12,22,2006,17.9,,2006-12-22,,,,
North America,US,Alaska,Anchorage,12,23,2006,19.4,,2006-12-23,,,,
North America,US,Alaska,Anchorage,12,24,2006,21.2,,2006-12-24,,,,
North America,US,Alaska,Anchorage,12,25,2006,12.1,,2006-12-25,,,,
North America,US,Alaska,Anchorage,12,26,2006,11.3,,2006-12-26,,,,
North America,US,Alaska,Anchorage,12,27,2006,5.5,,2006-12-27,,,,
North America,US,Alaska,Anchorage,12,28,2006,20.6,,2006-12-28,,,,
North America,US,Alaska,Anchorage,12,29,2006,26.3,,2006-12-29,,,,
North America,US,Alaska,Anchorage,12,30,2006,27.5,,2006-12-30,,,,
North America,US,Alaska,Anchorage,12,31,2006,20.1,,2006-12-31,,,,
North America,US,Alaska,Anchorage,1,1,2007,12.4,,2007-01-01,,,,
North America,US,Alaska,Anchorage,1,2,2007,9.1,,2007-01-02,,,,
North America,US,Alaska,Anchorage,1,3,2007,12.2,,2007-01-03,,,,
North America,US,Alaska,Anchorage,1,4,2007,7.6,,2007-01-04,,,,
North America,US,Alaska,Anchorage,1,5,2007,2.7,,2007-01-05,,,,
North America,US,Alaska,Anchorage,1,6,2007,4.3,,2007-01-06,,,,
North America,US,Alaska,Anchorage,1,7,2007,0.6,,2007-01-07,,,,
North America,US,Alaska,Anchorage,1,8,2007,-1.3,,2007-01-08,,,,
North America,US,Alaska,Anchorage,1,9,2007,-9.5,,2007-01-09,,,,
North America,US,Alaska,Anchorage,1,10,2007,-5.2,,2007-01-10,,,,
North America,US,Alaska,Anchorage,1,11,2007,12.2,,2007-01-11,,,,
North America,US,Alaska,Anchorage,1,12,2007,23.5,,2007-01-12,,,,
North America,US,Alaska,Anchorage,1,13,2007,30.9,,2007-01-13,,,,
North America,US,Alaska,Anchorage,1,14,2007,23.4,,2007-01-14,,,,
North America,US,Alaska,Anchorage,1,15,2007,16.3,,2007-01-15,,,,
North America,US,Alaska,Anchorage,1,16,2007,10.6,,2007-01-16,,,,
North America,US,Alaska,Anchorage,1,17,2007,14.8,,2007-01-17,,,,
North America,US,Alaska,Anchorage,1,18,2007,21.1,,2007-01-18,,,,
North America,US,Alaska,Anchorage,1,19,2007,27.5,,2007-01-19,,,,
North America,US,Alaska,Anchorage,1,20,2007,25.7,,2007-01-20,,,,
North America,US,Alaska,Anchorage,1,21,2007,27.6,,2007-01-21,,,,
North America,US,Alaska,Anchorage,1,22,2007,22.3,,2007-01-22,,,,
North America,US,Alaska,Anchorage,1,23,2007,20.3,,2007-01-23,,,,
North America,US,Alaska,Anchorage,1,24,2007,17.1,,2007-01-24,,,,
North America,US,Alaska,Anchorage,1,25,2007,10.1,,2007-01-25,,,,
North America,US,Alaska,Anchorage,1,26,2007,23.8,,2007-01-26,,,,
North America,US,Alaska,Anchorage,1,27,2007,35.2,,2007-01-27,,,,
North America,US,Alaska,Anchorage,1,28,2007,29.9,,2007-01-28,,,,
North America,US,Alaska,Anchorage,1,29,2007,29.6,,2007-01-29,,,,
North America,US,Alaska,Anchorage,1,30,2007,36.7,,2007-01-30,,,,
North America,US,Alaska,Anchorage,1,31,2007,30.6,,2007-01-31,,,,
North America,US,Alaska,Anchorage,2,1,2007,29.9,,2007-02-01,,,,
North America,US,Alaska,Anchorage,2,2,2007,40.6,,2007-02-02,,,,
North America,US,Alaska,Anchorage,2,3,2007,32.8,,2007-02-03,,,,
North America,US,Alaska,Anchorage,2,4,2007,21.7,,2007-02-04,,,,
North America,US,Alaska,Anchorage,2,5,2007,17.8,,2007-02-05,,,,
North America,US,Alaska,Anchorage,2,6,2007,21.2,,2007-02-06,,,,
North America,US,Alaska,Anchorage,2,7,2007,25.2,,2007-02-07,,,,
North America,US,Alaska,Anchorage,2,8,2007,25.3,,2007-02-08,,,,
North America,US,Alaska,Anchorage,2,9,2007,25.2,,2007-02-09,,,,
North America,US,Alaska,Anchorage,2,10,2007,23.1,,2007-02-10,,,,
North America,US,Alaska,Anchorage,2,11,2007,21.4,,2007-02-11,,,,
North America,US,Alaska,Anchorage,2,12,2007,21.7,,2007-02-12,,,,
North America,US,Alaska,Anchorage,2,13,2007,19.6,,2007-02-13,,,,
North America,US,Alaska,Anchorage,2,14,2007,22.7,,2007-02-14,,,,
North America,US,Alaska,Anchorage,2,15,2007,22.8,,2007-02-15,,,,
North America,US,Alaska,Anchorage,2,16,2007,25.5,,2007-02-16,,,,
North America,US,Alaska,Anchorage,2,17,2007,26.4,,2007-02-17,,,,
North America,US,Alaska,Anchorage,2,18,2007,18.3,,2007-02-18,,,,
North America,US,Alaska,Anchorage,2,19,2007,13,,2007-02-19,,,,
North America,US,Alaska,Anchorage,2,20,2007,10.8,,2007-02-20,,,,
North America,US,Alaska,Anchorage,2,21,2007,12.7,,2007-02-21,,,,
North America,US,Alaska,Anchorage,2,22,2007,7.9,,2007-02-22,,,,
North America,US,Alaska,Anchorage,2,23,2007,3.4,,2007-02-23,,,,
North America,US,Alaska,Anchorage,2,24,2007,0.1,,2007-02-24,,,,
North America,US,Alaska,Anchorage,2,25,2007,5.4,,2007-02-25,,,,
North America,US,Alaska,Anchorage,2,26,2007,5.6,,2007-02-26,,,,
North America,US,Alaska,Anchorage,2,27,2007,8.9,,2007-02-27,,,,
North America,US,Alaska,Anchorage,2,28,2007,5.6,,2007-02-28,,,,
North America,US,Alaska,Anchorage,3,1,2007,8.2,,2007-03-01,,,,
North America,US,Alaska,Anchorage,3,2,2007,12.1,,2007-03-02,,,,
North America,US,Alaska,Anchorage,3,3,2007,15.2,,2007-03-03,,,,
North America,US,Alaska,Anchorage,3,4,2007,12.8,,2007-03-04,,,,
North America,US,Alaska,Anchorage,3,5,2007,12.5,,2007-03-05,,,,
North America,US,Alaska,Anchorage,3,6,2007,4.5,,2007-03-06,,,,
North America,US,Alaska,Anchorage,3,7,2007,9.7,,2007-03-07,,,,
North America,US,Alaska,Anchorage,3,8,2007,6.4,,2007-03-08,,,,
North America,US,Alaska,Anchorage,3,9,2007,11.3,,2007-03-09,,,,
North America,US,Alaska,Anchorage,3,10,2007,19.4,,2007-03-10,,,,
North America,US,Alaska,Anchorage,3,11,2007,16.1,,2007-03-11,,,,
North America,US,Alaska,Anchorage,3,12,2007,14.4,,2007-03-12,,,,
North America,US,Alaska,Anchorage,3,13,2007,12.2,,2007-03-13,,,,
North America,US,Alaska,Anchorage,3,14,2007,5.2,,2007-03-14,,,,
North America,US,Alaska,Anchorage,3,15,2007,4.2,,2007-03-15,,,,
North America,US,Alaska,Anchorage,3,16,2007,9.7,,2007-03-16,,,,
North America,US,Alaska,Anchorage,3,17,2007,14.4,,2007-03-17,,,,
North America,US,Alaska,Anchorage,3,18,2007,14.6,,2007-03-18,,,,
North America,US,Alaska,Anchorage,3,19,2007,12,,2007-03-19,,,,
North America,US,Alaska,Anchorage,3,20,2007,11.2,,2007-03-20,,,,
North America,US,Alaska,Anchorage,3,21,2007,21,,2007-03-21,,,,
North America,US,Alaska,Anchorage,3,22,2007,24.3,,2007-03-22,,,,
North America,US,Alaska,Anchorage,3,23,2007,22.4,,2007-03-23,,,,
North America,US,Alaska,Anchorage,3,24,2007,17.8,,2007-03-24,,,,
North America,US,Alaska,Anchorage,3,25,2007,12.8,,2007-03-25,,,,
North America,US,Alaska,Anchorage,3,26,2007,13.9,,2007-03-26,,,,
North America,US,Alaska,Anchorage,3,27,2007,19,,2007-03-27,,,,
North America,US,Alaska,Anchorage,3,28,2007,23.4,,2007-03-28,,,,
North America,US,Alaska,Anchorage,3,29,2007,21.4,,2007-03-29,,,,
North America,US,Alaska,Anchorage,3,30,2007,22.8,,2007-03-30,,,,
North America,US,Alaska,Anchorage,3,31,2007,24.2,,2007-03-31,,,,
North America,US,Alaska,Anchorage,4,1,2007,27.8,,2007-04-01,,,,
North America,US,Alaska,Anchorage,4,2,2007,28.9,,2007-04-02,,,,
North America,US,Alaska,Anchorage,4,3,2007,33.5,,2007-04-03,,,,
North America,US,Alaska,Anchorage,4,4,2007,32.9,,2007-04-04,,,,
North America,US,Alaska,Anchorage,4,5,2007,34.9,,2007-04-05,,,,
North America,US,Alaska,Anchorage,4,6,2007,37.1,,2007-04-06,,,,
North America,US,Alaska,Anchorage,4,7,2007,39.9,,2007-04-07,,,,
North America,US,Alaska,Anchorage,4,8,2007,38.1,,2007-04-08,,,,
North America,US,Alaska,Anchorage,4,9,2007,39,,2007-04-09,,,,
North America,US,Alaska,Anchorage,4,10,2007,39,,2007-04-10,,,,
North America,US,Alaska,Anchorage,4,11,2007,36.5,,2007-04-11,,,,
North America,US,Alaska,Anchorage,4,12,2007,35.4,,2007-04-12,,,,
North America,US,Alaska,Anchorage,4,13,2007,35.5,,2007-04-13,,,,
North America,US,Alaska,Anchorage,4,14,2007,37.9,,2007-04-14,,,,
North America,US,Alaska,Anchorage,4,15,2007,38,,2007-04-15,,,,
North America,US,Alaska,Anchorage,4,16,2007,41.1,,2007-04-16,,,,
North America,US,Alaska,Anchorage,4,17,2007,40.8,,2007-04-17,,,,
North America,US,Alaska,Anchorage,4,18,2007,41.1,,2007-04-18,,,,
North America,US,Alaska,Anchorage,4,19,2007,40.3,,2007-04-19,,,,
North America,US,Alaska,Anchorage,4,20,2007,37.8,,2007-04-20,,,,
North America,US,Alaska,Anchorage,4,21,2007,37.7,,2007-04-21,,,,
North America,US,Alaska,Anchorage,4,22,2007,42.9,,2007-04-22,,,,
North America,US,Alaska,Anchorage,4,23,2007,43.1,,2007-04-23,,,,
North America,US,Alaska,Anchorage,4,24,2007,41.4,,2007-04-24,,,,
North America,US,Alaska,Anchorage,4,25,2007,41.1,,2007-04-25,,,,
North America,US,Alaska,Anchorage,4,26,2007,41.5,,2007-04-26,,,,
North America,US,Alaska,Anchorage,4,27,2007,46.8,,2007-04-27,,,,
North America,US,Alaska,Anchorage,4,28,2007,42.1,,2007-04-28,,,,
North America,US,Alaska,Anchorage,4,29,2007,39.1,,2007-04-29,,,,
North America,US,Alaska,Anchorage,4,30,2007,42.7,,2007-04-30,,,,
North America,US,Alaska,Anchorage,5,1,2007,43.2,,2007-05-01,,,,
North America,US,Alaska,Anchorage,5,2,2007,45.1,,2007-05-02,,,,
North America,US,Alaska,Anchorage,5,3,2007,42.3,,2007-05-03,,,,
North America,US,Alaska,Anchorage,5,4,2007,43.8,,2007-05-04,,,,
North America,US,Alaska,Anchorage,5,5,2007,43.7,,2007-05-05,,,,
North America,US,Alaska,Anchorage,5,6,2007,42.8,,2007-05-06,,,,
North America,US,Alaska,Anchorage,5,7,2007,44.1,,2007-05-07,,,,
North America,US,Alaska,Anchorage,5,8,2007,43.9,,2007-05-08,,,,
North America,US,Alaska,Anchorage,5,9,2007,45.6,,2007-05-09,,,,
North America,US,Alaska,Anchorage,5,10,2007,43.5,,2007-05-10,,,,
North America,US,Alaska,Anchorage,5,11,2007,44.2,,2007-05-11,,,,
North America,US,Alaska,Anchorage,5,12,2007,44.8,,2007-05-12,,,,
North America,US,Alaska,Anchorage,5,13,2007,45.1,,2007-05-13,,,,
North America,US,Alaska,Anchorage,5,14,2007,44.3,,2007-05-14,,,,
North America,US,Alaska,Anchorage,5,15,2007,46.5,,2007-05-15,,,,
North America,US,Alaska,Anchorage,5,16,2007,50.1,,2007-05-16,,,,
North America,US,Alaska,Anchorage,5,17,2007,49.9,,2007-05-17,,,,
North America,US,Alaska,Anchorage,5,18,2007,47.1,,2007-05-18,,,,
North America,US,Alaska,Anchorage,5,19,2007,46.4,,2007-05-19,,,,
North America,US,Alaska,Anchorage,5,20,2007,51.1,,2007-05-20,,,,
North America,US,Alaska,Anchorage,5,21,2007,49.2,,2007-05-21,,,,
North America,US,Alaska,Anchorage,5,22,2007,53.2,,2007-05-22,,,,
North America,US,Alaska,Anchorage,5,23,2007,51.2,,2007-05-23,,,,
North America,US,Alaska,Anchorage,5,24,2007,47.8,,2007-05-24,,,,
North America,US,Alaska,Anchorage,5,25,2007,54.3,,2007-05-25,,,,
North America,US,Alaska,Anchorage,5,26,2007,55.1,,2007-05-26,,,,
North America,US,Alaska,Anchorage,5,27,2007,49.8,,2007-05-27,,,,
North America,US,Alaska,Anchorage,5,28,2007,50.1,,2007-05-28,,,,
North America,US,Alaska,Anchorage,5,29,2007,47.3,,2007-05-29,,,,
North America,US,Alaska,Anchorage,5,30,2007,48.8,,2007-05-30,,,,
North America,US,Alaska,Anchorage,5,31,2007,48.1,,2007-05-31,,,,
North America,US,Alaska,Anchorage,6,1,2007,49.5,,2007-06-01,,,,
North America,US,Alaska,Anchorage,6,2,2007,49.9,,2007-06-02,,,,
North America,US,Alaska,Anchorage,6,3,2007,48.8,,2007-06-03,,,,
North America,US,Alaska,Anchorage,6,4,2007,55.9,,2007-06-04,,,,
North America,US,Alaska,Anchorage,6,5,2007,56.7,,2007-06-05,,,,
North America,US,Alaska,Anchorage,6,6,2007,53.4,,2007-06-06,,,,
North America,US,Alaska,Anchorage,6,7,2007,50.7,,2007-06-07,,,,
North America,US,Alaska,Anchorage,6,8,2007,46.9,,2007-06-08,,,,
North America,US,Alaska,Anchorage,6,9,2007,47.4,,2007-06-09,,,,
North America,US,Alaska,Anchorage,6,10,2007,55.3,,2007-06-10,,,,
North America,US,Alaska,Anchorage,6,11,2007,59,,2007-06-11,,,,
North America,US,Alaska,Anchorage,6,12,2007,51.2,,2007-06-12,,,,
North America,US,Alaska,Anchorage,6,13,2007,50.3,,2007-06-13,,,,
North America,US,Alaska,Anchorage,6,14,2007,50.7,,2007-06-14,,,,
North America,US,Alaska,Anchorage,6,15,2007,54.6,,2007-06-15,,,,
North America,US,Alaska,Anchorage,6,16,2007,59.1,,2007-06-16,,,,
North America,US,Alaska,Anchorage,6,17,2007,61.2,,2007-06-17,,,,
North America,US,Alaska,Anchorage,6,18,2007,53.5,,2007-06-18,,,,
North America,US,Alaska,Anchorage,6,19,2007,53.8,,2007-06-19,,,,
North America,US,Alaska,Anchorage,6,20,2007,62.1,,2007-06-20,,,,
North America,US,Alaska,Anchorage,6,21,2007,68.7,,2007-06-21,,,,
North America,US,Alaska,Anchorage,6,22,2007,61.3,,2007-06-22,,,,
North America,US,Alaska,Anchorage,6,23,2007,53.9,,2007-06-23,,,,
North America,US,Alaska,Anchorage,6,24,2007,54,,2007-06-24,,,,
North America,US,Alaska,Anchorage,6,25,2007,52.1,,2007-06-25,,,,
North America,US,Alaska,Anchorage,6,26,2007,55,,2007-06-26,,,,
North America,US,Alaska,Anchorage,6,27,2007,56.5,,2007-06-27,,,,
North America,US,Alaska,Anchorage,6,28,2007,56.7,,2007-06-28,,,,
North America,US,Alaska,Anchorage,6,29,2007,55.7,,2007-06-29,,,,
North America,US,Alaska,Anchorage,6,30,2007,58.8,,2007-06-30,,,,
North America,US,Alaska,Anchorage,7,1,2007,54.7,,2007-07-01,,,,
North America,US,Alaska,Anchorage,7,2,2007,53.4,,2007-07-02,,,,
North America,US,Alaska,Anchorage,7,3,2007,55.5,,2007-07-03,,,,
North America,US,Alaska,Anchorage,7,4,2007,55.6,,2007-07-04,,,,
North America,US,Alaska,Anchorage,7,5,2007,56.8,,2007-07-05,,,,
North America,US,Alaska,Anchorage,7,6,2007,55.7,,2007-07-06,,,,
North America,US,Alaska,Anchorage,7,7,2007,59.1,,2007-07-07,,,,
North America,US,Alaska,Anchorage,7,8,2007,55.4,,2007-07-08,,,,
North America,US,Alaska,Anchorage,7,9,2007,57.6,,2007-07-09,,,,
North America,US,Alaska,Anchorage,7,10,2007,56.5,,2007-07-10,,,,
North America,US,Alaska,Anchorage,7,11,2007,57.4,,2007-07-11,,,,
North America,US,Alaska,Anchorage,7,12,2007,55.6,,2007-07-12,,,,
North America,US,Alaska,Anchorage,7,13,2007,55,,2007-07-13,,,,
North America,US,Alaska,Anchorage,7,14,2007,55.3,,2007-07-14,,,,
North America,US,Alaska,Anchorage,7,15,2007,56.8,,2007-07-15,,,,
North America,US,Alaska,Anchorage,7,16,2007,58.6,,2007-07-16,,,,
North America,US,Alaska,Anchorage,7,17,2007,63.5,,2007-07-17,,,,
North America,US,Alaska,Anchorage,7,18,2007,62.7,,2007-07-18,,,,
North America,US,Alaska,Anchorage,7,19,2007,60.1,,2007-07-19,,,,
North America,US,Alaska,Anchorage,7,20,2007,58.8,,2007-07-20,,,,
North America,US,Alaska,Anchorage,7,21,2007,58.6,,2007-07-21,,,,
North America,US,Alaska,Anchorage,7,22,2007,61.4,,2007-07-22,,,,
North America,US,Alaska,Anchorage,7,23,2007,56.3,,2007-07-23,,,,
North America,US,Alaska,Anchorage,7,24,2007,56.3,,2007-07-24,,,,
North America,US,Alaska,Anchorage,7,25,2007,56.9,,2007-07-25,,,,
North America,US,Alaska,Anchorage,7,26,2007,61,,2007-07-26,,,,
North America,US,Alaska,Anchorage,7,27,2007,59.1,,2007-07-27,,,,
North America,US,Alaska,Anchorage,7,28,2007,59.2,,2007-07-28,,,,
North America,US,Alaska,Anchorage,7,29,2007,63.4,,2007-07-29,,,,
North America,US,Alaska,Anchorage,7,30,2007,63.3,,2007-07-30,,,,
North America,US,Alaska,Anchorage,7,31,2007,58.2,,2007-07-31,,,,
North America,US,Alaska,Anchorage,8,1,2007,57.2,,2007-08-01,,,,
North America,US,Alaska,Anchorage,8,2,2007,56.9,,2007-08-02,,,,
North America,US,Alaska,Anchorage,8,3,2007,55.9,,2007-08-03,,,,
North America,US,Alaska,Anchorage,8,4,2007,58.6,,2007-08-04,,,,
North America,US,Alaska,Anchorage,8,5,2007,56.8,,2007-08-05,,,,
North America,US,Alaska,Anchorage,8,6,2007,59.6,,2007-08-06,,,,
North America,US,Alaska,Anchorage,8,7,2007,59.2,,2007-08-07,,,,
North America,US,Alaska,Anchorage,8,8,2007,61.7,,2007-08-08,,,,
North America,US,Alaska,Anchorage,8,9,2007,61.7,,2007-08-09,,,,
North America,US,Alaska,Anchorage,8,10,2007,60.1,,2007-08-10,,,,
North America,US,Alaska,Anchorage,8,11,2007,58.2,,2007-08-11,,,,
North America,US,Alaska,Anchorage,8,12,2007,60.9,,2007-08-12,,,,
North America,US,Alaska,Anchorage,8,13,2007,63.4,,2007-08-13,,,,
North America,US,Alaska,Anchorage,8,14,2007,64.5,,2007-08-14,,,,
North America,US,Alaska,Anchorage,8,15,2007,54,,2007-08-15,,,,
North America,US,Alaska,Anchorage,8,16,2007,56.2,,2007-08-16,,,,
North America,US,Alaska,Anchorage,8,17,2007,59.5,,2007-08-17,,,,
North America,US,Alaska,Anchorage,8,18,2007,56.6,,2007-08-18,,,,
North America,US,Alaska,Anchorage,8,19,2007,57.3,,2007-08-19,,,,
North America,US,Alaska,Anchorage,8,20,2007,56.2,,2007-08-20,,,,
North America,US,Alaska,Anchorage,8,21,2007,55.6,,2007-08-21,,,,
North America,US,Alaska,Anchorage,8,22,2007,56.7,,2007-08-22,,,,
North America,US,Alaska,Anchorage,8,23,2007,55.3,,2007-08-23,,,,
North America,US,Alaska,Anchorage,8,24,2007,55.1,,2007-08-24,,,,
North America,US,Alaska,Anchorage,8,25,2007,58,,2007-08-25,,,,
North America,US,Alaska,Anchorage,8,26,2007,56.1,,2007-08-26,,,,
North America,US,Alaska,Anchorage,8,27,2007,60.5,,2007-08-27,,,,
North America,US,Alaska,Anchorage,8,28,2007,-99,,2007-08-28,,,,
North America,US,Alaska,Anchorage,8,29,2007,57,,2007-08-29,,,,
North America,US,Alaska,Anchorage,8,30,2007,58.7,,2007-08-30,,,,
North America,US,Alaska,Anchorage,8,31,2007,57.5,,2007-08-31,,,,
North America,US,Alaska,Anchorage,9,1,2007,56.1,,2007-09-01,,,,
North America,US,Alaska,Anchorage,9,2,2007,54.4,,2007-09-02,,,,
North America,US,Alaska,Anchorage,9,3,2007,54.2,,2007-09-03,,,,
North America,US,Alaska,Anchorage,9,4,2007,56.8,,2007-09-04,,,,
North America,US,Alaska,Anchorage,9,5,2007,55.5,,2007-09-05,,,,
North America,US,Alaska,Anchorage,9,6,2007,54.8,,2007-09-06,,,,
North America,US,Alaska,Anchorage,9,7,2007,56.2,,2007-09-07,,,,
North America,US,Alaska,Anchorage,9,8,2007,54.9,,2007-09-08,,,,
North America,US,Alaska,Anchorage,9,9,2007,56.9,,2007-09-09,,,,
North America,US,Alaska,Anchorage,9,10,2007,55.2,,2007-09-10,,,,
North America,US,Alaska,Anchorage,9,11,2007,53,,2007-09-11,,,,
North America,US,Alaska,Anchorage,9,12,2007,54.2,,2007-09-12,,,,
North America,US,Alaska,Anchorage,9,13,2007,51.4,,2007-09-13,,,,
North America,US,Alaska,Anchorage,9,14,2007,51.1,,2007-09-14,,,,
North America,US,Alaska,Anchorage,9,15,2007,49.8,,2007-09-15,,,,
North America,US,Alaska,Anchorage,9,16,2007,49.2,,2007-09-16,,,,
North America,US,Alaska,Anchorage,9,17,2007,47.7,,2007-09-17,,,,
North America,US,Alaska,Anchorage,9,18,2007,49.7,,2007-09-18,,,,
North America,US,Alaska,Anchorage,9,19,2007,48.2,,2007-09-19,,,,
North America,US,Alaska,Anchorage,9,20,2007,52.2,,2007-09-20,,,,
North America,US,Alaska,Anchorage,9,21,2007,48.5,,2007-09-21,,,,
North America,US,Alaska,Anchorage,9,22,2007,46,,2007-09-22,,,,
North America,US,Alaska,Anchorage,9,23,2007,48.4,,2007-09-23,,,,
North America,US,Alaska,Anchorage,9,24,2007,48.8,,2007-09-24,,,,
North America,US,Alaska,Anchorage,9,25,2007,48.5,,2007-09-25,,,,
North America,US,Alaska,Anchorage,9,26,2007,46.8,,2007-09-26,,,,
North America,US,Alaska,Anchorage,9,27,2007,42.7,,2007-09-27,,,,
North America,US,Alaska,Anchorage,9,28,2007,44.6,,2007-09-28,,,,
North America,US,Alaska,Anchorage,9,29,2007,46.1,,2007-09-29,,,,
North America,US,Alaska,Anchorage,9,30,2007,48.6,,2007-09-30,,,,
North America,US,Alaska,Anchorage,10,1,2007,45.2,,2007-10-01,,,,
North America,US,Alaska,Anchorage,10,2,2007,43,,2007-10-02,,,,
North America,US,Alaska,Anchorage,10,3,2007,44.8,,2007-10-03,,,,
